tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	945117	0	live	ydgH	b1604, ECK1599	DUF1471 domain-containing protein YdgH	DUF1471 domain-containing protein YdgH			NC_000913.3	1678427	1679371	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944974	0	live	rclC	b0301, ECK0301, ykgB	reactive chlorine species resistance protein C	reactive chlorine species resistance protein C			NC_000913.3	317726	318319	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949008	0	live	yccU	b0965, ECK0956	putative HspQ acetyl donor	putative HspQ acetyl donor			NC_000913.3	1027946	1028359	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948199	0	live	yidQ	b3688, ECK3680, ecfI	DUF1375 domain-containing putative lipoprotein YidQ	DUF1375 domain-containing putative lipoprotein YidQ			NC_000913.3	3867728	3868060	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947329	0	live	yqeK	b2849, ECK2847	protein YqeK	protein YqeK			NC_000913.3	2989935	2990360	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946848	0	live	ypdE	b2384, ECK2380	aminopeptidase YpdE	aminopeptidase YpdE			NC_000913.3	2504510	2505547	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945781	0	live	ychQ	b1213, ECK1201, sirB2	SirB family protein YchQ	SirB family protein YchQ			NC_000913.3	1266924	1267316	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945614	0	live	ratA	b2619, ECK2615, yfjG	ribosome association toxin RatA	ribosome association toxin RatA			NC_000913.3	2754288	2754764	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847714	0	live	ryfA	b4440, ECK2518, PAIR3b, tp1	ncRNA				NC_000913.3	2653855	2654158	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948306	0	live	elfA	b0938, ECK0929, ycbQ	putative laminin-binding fimbrial subunit	putative laminin-binding fimbrial subunit			NC_000913.3	997868	998407	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947852	0	live	tusD	b3345, ECK3332, yheN	sulfurtransferase complex subunit TusD	sulfurtransferase complex subunit TusD			NC_000913.3	3475332	3475718	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947488	0	live	yqiA	b3031, ECK3022, yzzI	esterase YqiA	esterase YqiA			NC_000913.3	3175425	3176006	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947321	0	live	clsC	b1046, ECK1032, ymdC	cardiolipin synthase C	cardiolipin synthase C			NC_000913.3	1106355	1107776	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946250	0	live	ydjX	b1750, ECK1748	DedA family protein YdjX	DedA family protein YdjX			NC_000913.3	1833401	1834111	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945457	0	live	gsiA	b0829, ECK0819, yliA	glutathione ABC transporter ATP binding subunit GsiA	glutathione ABC transporter ATP binding subunit GsiA			NC_000913.3	867520	869391	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945236	0	live	etp	b0982, ECK0973, yccY	phosphotyrosine-protein phosphatase Etp	phosphotyrosine-protein phosphatase Etp			NC_000913.3	1044230	1044676	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945141	0	live	allA	b0505, ECK0498, glxA2, ybbT	ureidoglycolate lyase	ureidoglycolate lyase			NC_000913.3	532451	532933	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945029	0	live	gfcA	b0987, ECK0978, ymcD	threonine-rich inner membrane protein GfcA	threonine-rich inner membrane protein GfcA			NC_000913.3	1049439	1049744	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947327	0	live	yqeI	b2847, ECK2845	putative transcriptional regulator YqeI	putative transcriptional regulator YqeI			NC_000913.3	2988502	2989311	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945732	0	live	ymgD	b1171, ECK1158	PF16456 family protein YmgD	PF16456 family protein YmgD			NC_000913.3	1222305	1222634	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945416	0	live	yfdM	b2356, ECK2350, yzyB	CPS-53 (KpLE1) prophage; putative methyltransferase YfdM	CPS-53 (KpLE1) prophage|putative methyltransferase YfdM			NC_000913.3	2472112	2472387	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945124	0	live	ybaP	b0482, ECK0476	TraB family protein YbaP	TraB family protein YbaP			NC_000913.3	507286	508080	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	7751620	0	live	shoB	b4687, ECK4502, b4681, ryfB, yphI	toxic peptide ShoB	toxic peptide ShoB			NC_000913.3	2700117	2700197	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948854	0	live	yjiG	b4329, ECK4320	Gate family protein YjiG	Gate family protein YjiG			NC_000913.3	4559539	4560000	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948621	0	live	yjdM	b4108, ECK4101, phnA	zinc ribbon domain-containing protein YjdM	zinc ribbon domain-containing protein YjdM			NC_000913.3	4326399	4326734	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947899	0	live	hofO	b3393, ECK3380, yrfB	DNA utilization protein HofO	DNA utilization protein HofO			NC_000913.3	3521009	3521449	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947373	0	live	ygfF	b2902, ECK2897, yqfD	putative oxidoreductase YgfF	putative oxidoreductase YgfF			NC_000913.3	3045158	3045901	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947073	0	live	afuB	b0263, ECK0265, fbpB	pseudo				NC_000913.3	278814	279162	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946478	0	live	yedJ	b1962, ECK1960	putative HD superfamily phosphohydrolase YedJ	putative HD superfamily phosphohydrolase YedJ			NC_000913.3	2032384	2033079	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946314	0	live	yoaG	b1796, ECK1794	DUF1869 domain-containing protein YoaG	DUF1869 domain-containing protein YoaG			NC_000913.3	1879403	1879585	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946303	0	live	yeaK	b1787, ECK1785	mischarged aminoacyl-tRNA deacylase	mischarged aminoacyl-tRNA deacylase			NC_000913.3	1873574	1874077	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945930	0	live	pgrR	b1328, ECK1325, ycjZ	DNA-binding transcriptional repressor PgrR	DNA-binding transcriptional repressor PgrR			NC_000913.3	1391991	1392890	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945660	0	live	mltG	b1097, ECK1083, yceG	endolytic murein transglycosylase	endolytic murein transglycosylase			NC_000913.3	1154112	1155134	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847753	0	live	ryjA	b4459, ECK4056, psrA24, sraL	ncRNA				NC_000913.3	4277926	4278066	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949107	0	live	ypdI	b2376, ECK2372	colanic acid synthesis putative lipoprotein YpdI	colanic acid synthesis putative lipoprotein YpdI			NC_000913.3	2494698	2494973	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947541	0	live	aspV	b0216, ECK0216	tRNA				NC_000913.3	236931	237007	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947522	0	live	ygiL	b3043, ECK3034	putative fimbrial protein YgiL	putative fimbrial protein YgiL			NC_000913.3	3185414	3185965	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946953	0	live	yffB	b2471, ECK2466	putative reductase YffB	putative reductase YffB			NC_000913.3	2591247	2591603	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946519	0	live	cobU	b1993, ECK1988	cobinamide-P guanylyltransferase/cobinamide kinase	cobinamide-P guanylyltransferase/cobinamide kinase			NC_000913.3	2065219	2065764	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945149	0	live	allE	b0515, ECK0508, glxB6, ughY, ylbA	(S)-ureidoglycine aminohydrolase	(S)-ureidoglycine aminohydrolase			NC_000913.3	543261	544046	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947915	0	live	yhgH	b3413, ECK3400, gntX	DNA utilization protein YhgH	DNA utilization protein YhgH			NC_000913.3	3544882	3545565	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947531	0	live	yqiH	b3047, ECK3036	putative fimbrial chaperone YqiH	putative fimbrial chaperone YqiH			NC_000913.3	3189881	3190630	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945048	0	live	ppnP	b0391, ECK0386, yaiE	nucleoside phosphorylase PpnP	nucleoside phosphorylase PpnP			NC_000913.3	408177	408461	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948390	0	live	frvB	b3899, ECK3892, yiiJ	putative PTS enzyme IIBC component FrvB	putative PTS enzyme IIBC component FrvB			NC_000913.3	4090915	4092366	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947030	0	live	yfhH	b2561, ECK2559	putative DNA-binding transcriptional regulator YfhH	putative DNA-binding transcriptional regulator YfhH			NC_000913.3	2698759	2699607	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946620	0	live	yfcO	b2332, ECK2326	DUF2544 domain-containing protein YfcO	DUF2544 domain-containing protein YfcO			NC_000913.3	2449228	2450049	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945050	0	live	proY	b0402, ECK0396, yajM	putative transporter ProY	putative transporter ProY			NC_000913.3	420986	422359	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944851	0	live	ydhQ	b1664, ECK1660	putative adhesin-related protein YdhQ	putative adhesin-related protein YdhQ			NC_000913.3	1744871	1746127	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	7751642	0	live	azuC	b4663, ECK4478	uncharacterized protein AzuC	uncharacterized protein AzuC			NC_000913.3	1987873	1987959	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947976	0	live	yhhL	b3466, ECK3450	DUF1145 domain-containing protein YhhL	DUF1145 domain-containing protein YhhL			NC_000913.3	3604979	3605248	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947648	0	live	agaV	b3133, ECK3121, yhaY	N-acetyl-D-galactosamine specific PTS enzyme IIB component	N-acetyl-D-galactosamine specific PTS enzyme IIB component			NC_000913.3	3280217	3280690	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947566	0	live	ybfB	b0702, ECK0690	uncharacterized protein YbfB	uncharacterized protein YbfB			NC_000913.3	733776	734102	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946284	0	live	mmuP	b0260, ECK0262, ykfD	CP4-6 prophage; S-methyl-L-methionine transporter	CP4-6 prophage|S-methyl-L-methionine transporter			NC_000913.3	275325	276728	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948597	0	live	yjcS	b4083, ECK4076	linear primary-alkylsulfatase	linear primary-alkylsulfatase			NC_000913.3	4304612	4306597	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948447	0	live	frwB	b3950, ECK3941, yijK	putative PTS enzyme IIB component FrwB	putative PTS enzyme IIB component FrwB			NC_000913.3	4143624	4143944	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945560	0	live	ssuA	b0936, ECK0927, ycbO	aliphatic sulfonate ABC transporter periplasmic binding protein	aliphatic sulfonate ABC transporter periplasmic binding protein			NC_000913.3	995985	996944	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949059	0	live	yjhQ	b4307, ECK4297	KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ	KpLE2 phage-like element|putative acetyltransferase TopAI antitoxin YjhQ			NC_000913.3	4533239	4533784	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948589	0	live	ycjS	b1315, ECK1310	D-glucoside 3-dehydrogenase	D-glucoside 3-dehydrogenase			NC_000913.3	1376832	1377887	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948391	0	live	frvA	b3900, ECK3893, yiiK	putative PTS enzyme IIA component FrvA	putative PTS enzyme IIA component FrvA			NC_000913.3	4092377	4092823	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947875	0	live	frlB	b3371, ECK3359, yhfN	fructoselysine 6-phosphate deglycase	fructoselysine 6-phosphate deglycase			NC_000913.3	3501268	3502290	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947470	0	live	yghG	b2971, ECK2966	lipoprotein YghG	lipoprotein YghG			NC_000913.3	3113067	3113477	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946520	0	live	cobS	b1992, ECK1987	cobalamin 5'-phosphate synthase	cobalamin 5'-phosphate synthase			NC_000913.3	2064479	2065222	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945960	0	live	ydhT	b1669, ECK1665	uncharacterized protein YdhT	uncharacterized protein YdhT			NC_000913.3	1748747	1749559	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945844	0	live	yciC	b1255, ECK1249	putative inner membrane protein	putative inner membrane protein			NC_000913.3	1312920	1313663	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948699	0	live	yjfC	b4186, ECK4182	putative acid--amine ligase YjfC	putative acid--amine ligase YjfC			NC_000913.3	4413028	4414191	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948040	0	live	yhjJ	b3527, ECK3512	peptidase M16 family protein YhjJ	peptidase M16 family protein YhjJ			NC_000913.3	3680444	3681940	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947455	0	live	yggM	b2956, ECK2951	DUF1202 domain-containing protein YggM	DUF1202 domain-containing protein YggM			NC_000913.3	3098558	3099565	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946974	0	live	yfgD	b2495, ECK2491	putative oxidoreductase YfgD	putative oxidoreductase YfgD			NC_000913.3	2617578	2617937	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945477	0	live	ybjM	b0848, ECK0839	putative inner membrane protein	putative inner membrane protein			NC_000913.3	890089	890466	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944788	0	live	sgrR	b0069, ECK0070, yabN	DNA-binding transcriptional dual regulator SgrR	DNA-binding transcriptional dual regulator SgrR			NC_000913.3	75644	77299	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	7751615	0	live	rzoQ	b4689, ECK4503	Qin prophage; putative lipoprotein RzoQ	Qin prophage|putative lipoprotein RzoQ			NC_000913.3	1639080	1639334	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949111	0	live	fryC	b2386, ECK2382, ypdG	putative PTS enzyme IIC component FryC	putative PTS enzyme IIC component FryC			NC_000913.3	2506647	2507894	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949012	0	live	ymdA	b1044, ECK1030	uncharacterized protein YmdA	uncharacterized protein YmdA			NC_000913.3	1105414	1105725	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947025	0	live	yghD	b2968, ECK2963, ecfC	putative type II secretion system M-type protein YghD	putative type II secretion system M-type protein YghD			NC_000913.3	3110590	3111126	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946218	0	live	ydiY	b1722, ECK1720	acid-inducible putative outer membrane protein YdiY	acid-inducible putative outer membrane protein YdiY			NC_000913.3	1805325	1806083	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945949	0	live	ydbH	b1381, ECK1378	PF11739 family protein YdbH	PF11739 family protein YdbH			NC_000913.3	1443051	1445690	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947853	0	live	tusC	b3344, ECK3331, yheM	sulfurtransferase complex subunit TusC	sulfurtransferase complex subunit TusC			NC_000913.3	3474973	3475332	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946639	0	live	yegW	b2101, ECK2094	putative DNA-binding transcriptional regulator YegW	putative DNA-binding transcriptional regulator YegW			NC_000913.3	2182035	2182781	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946510	0	live	cbeA	b2004, ECK1997, yeeU	CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA	CP4-44 prophage|cytoskeleton bundling-enhancing antitoxin CbeA			NC_000913.3	2077112	2077480	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946226	0	live	ycgL	b1179, ECK1167	PF05166 family protein YcgL	PF05166 family protein YcgL			NC_000913.3	1227681	1228007	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946176	0	live	ydfB	b1572, ECK1566	Qin prophage; uncharacterized protein YdfB	Qin prophage|uncharacterized protein YdfB			NC_000913.3	1648665	1648793	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946142	0	live	tqsA	b1601, ECK1596, ydgG	autoinducer 2 exporter	autoinducer 2 exporter			NC_000913.3	1673913	1674947	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847669	0	live	yjiV	b4486, ECK4334, b4343, b4344, mcrD, yjiU	pseudo				NC_000913.3	4574135	4576855	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	1450253	0	live	ymgF	b4520, ECK1156	inner membrane protein YmgF	inner membrane protein YmgF			NC_000913.3	1218983	1219201	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949115	0	live	ubiU	b3158, ECK3146, yhbU	ubiquinone biosynthesis protein UbiU	ubiquinone biosynthesis protein UbiU			NC_000913.3	3301485	3302480	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946809	0	live	yaeQ	b0190, ECK0190	uncharacterized protein YaeQ	uncharacterized protein YaeQ			NC_000913.3	214291	214836	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945726	0	live	ycfK	b1154, ECK1140, stfP	e14 prophage; protein StfP	e14 prophage|protein StfP			NC_000913.3	1207501	1208130	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945265	0	live	paaI	b1396, ECK1393, ydbV	phenylacetyl-CoA thioesterase	phenylacetyl-CoA thioesterase			NC_000913.3	1460471	1460893	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944937	0	live	yagA	b0267, ECK0268	CP4-6 prophage; integrase core domain-containing protein YagA	CP4-6 prophage|integrase core domain-containing protein YagA			NC_000913.3	280829	281983	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949001	0	live	ybhM	b0787, ECK0776	Bax1-I family protein YbhM	Bax1-I family protein YbhM			NC_000913.3	820793	821506	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948709	0	live	yjfN	b4188, ECK4184	protease activator YjfN	protease activator YjfN			NC_000913.3	4416017	4416292	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946642	0	live	yehA	b2108, ECK2101	putative fimbrial adhesin YehA	putative fimbrial adhesin YehA			NC_000913.3	2187380	2188414	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945033	0	live	yaiI	b0387, ECK0382	DUF188 domain-containing protein YaiI	DUF188 domain-containing protein YaiI			NC_000913.3	405764	406222	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944977	0	live	sfmF	b0534, ECK0527, ybcG	putative fimbrial protein SfmF	putative fimbrial protein SfmF			NC_000913.3	563330	563845	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948598	0	live	mdtN	b4082, ECK4075, sdsR, yjcR	putative multidrug efflux pump membrane fusion protein	putative multidrug efflux pump membrane fusion protein			NC_000913.3	4303078	4304109	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948035	0	live	rcdB	b3521, ECK3506, yhjC	putative DNA-binding transcriptional regulator YhjC	putative DNA-binding transcriptional regulator YhjC			NC_000913.3	3672414	3673313	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948003	0	live	yhiI	b3487, ECK3472	putative membrane fusion protein YhiI	putative membrane fusion protein YhiI			NC_000913.3	3629535	3630602	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947433	0	live	yqgB	b2939, ECK2934	acid stress response protein YqgB	acid stress response protein YqgB			NC_000913.3	3085920	3086051	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945897	0	live	yghE	b2969, ECK2964, ecfB	putative type II secretion system L-type protein YghE	putative type II secretion system L-type protein YghE			NC_000913.3	3111128	3111988	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948439	0	live	fsaB	b3946, ECK3938, talC, yijG	fructose-6-phosphate aldolase 2	fructose-6-phosphate aldolase 2			NC_000913.3	4139046	4139708	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947952	0	live	yhhZ	b3442, ECK3428	putative endonuclease YhhZ	putative endonuclease YhhZ			NC_000913.3	3581863	3583041	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947849	0	live	slyX	b3348, ECK3335	protein SlyX	protein SlyX			NC_000913.3	3477640	3477858	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947410	0	live	yggF	b2930, ECK2926, yggK	fructose 1,6-bisphosphatase YggF	fructose 1,6-bisphosphatase YggF			NC_000913.3	3075217	3076182	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946541	0	live	yeeX	b2007, ECK2001	DUF496 domain-containing protein YeeX	DUF496 domain-containing protein YeeX			NC_000913.3	2079032	2079361	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946418	0	live	yfcS	b2336, ECK2330	putative fimbrial chaperone YfcS	putative fimbrial chaperone YfcS			NC_000913.3	2451584	2452336	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945895	0	live	ycjT	b1316, ECK1311	kojibiose phosphorylase	kojibiose phosphorylase			NC_000913.3	1377884	1380151	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945668	0	live	yfjS	b2636, ECK2632	CP4-57 prophage; inner membrane lipoprotein YfjS	CP4-57 prophage|inner membrane lipoprotein YfjS			NC_000913.3	2770681	2771124	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945644	0	live	ydjM	b1728, ECK1726	inner membrane protein YdjM	inner membrane protein YdjM			NC_000913.3	1810211	1810801	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945211	0	live	ybdL	b0600, ECK0594	methionine transaminase	methionine transaminase			NC_000913.3	633586	634746	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945115	0	live	ybbC	b0498, ECK0492	PF15631 family protein YbbC	PF15631 family protein YbbC			NC_000913.3	527581	527949	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948751	0	live	yjgA	b4234, ECK4229	DUF615 domain-containing protein YjgA	DUF615 domain-containing protein YjgA			NC_000913.3	4457314	4457865	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948315	0	live	yobA	b1841, ECK1842	CopC domain-containing protein	CopC domain-containing protein			NC_000913.3	1924595	1924969	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948107	0	live	yiaU	b3585, ECK3574	putative LysR-type DNA-binding transcriptional regulator YiaU	putative LysR-type DNA-binding transcriptional regulator YiaU			NC_000913.3	3751992	3752966	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947999	0	live	yhiL	b4660, ECK3474, ECK3475, b3489, b3490, yhiK	pseudo				NC_000913.3	3632852	3634458	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947898	0	live	hofN	b3394, ECK3381, yrfC	DNA utilization protein HofN	DNA utilization protein HofN			NC_000913.3	3521433	3521972	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946146	0	live	rsxB	b1628, ECK1624, ydgM	SoxR [2Fe-2S] reducing system protein RsxB	SoxR [2Fe-2S] reducing system protein RsxB			NC_000913.3	1706348	1706926	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945563	0	live	ycbX	b0947, ECK0938	6-N-hydroxylaminopurine resistance protein	6-N-hydroxylaminopurine resistance protein			NC_000913.3	1006491	1007600	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948906	0	live	yjjU	b4377, ECK4369	putative patatin-like phospholipase YjjU	putative patatin-like phospholipase YjjU			NC_000913.3	4612411	4613484	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946986	0	live	ygeG	b2851, ECK2849	TPR repeat-containing putative chaperone YgeG	TPR repeat-containing putative chaperone YgeG			NC_000913.3	2991268	2991759	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945940	0	live	paaH	b1395, ECK1392, hbdH, ydbU	3-hydroxyadipyl-CoA dehydrogenase	3-hydroxyadipyl-CoA dehydrogenase			NC_000913.3	1459054	1460481	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945891	0	live	ycjU	b1317, ECK1312, pgmB	beta-phosphoglucomutase	beta-phosphoglucomutase			NC_000913.3	1380148	1380807	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945413	0	live	ybhF	b0794, ECK0783	ABC exporter ATP binding subunit YbhF	ABC exporter ATP binding subunit YbhF			NC_000913.3	827245	828981	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944975	0	live	yahK	b0325, ECK0323	aldehyde reductase, NADPH-dependent	aldehyde reductase, NADPH-dependent			NC_000913.3	342884	343933	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944940	0	live	ykfC	b0258, ECK0260	CP4-6 prophage; PF00078 domain-containing protein YkfC	CP4-6 prophage|PF00078 domain-containing protein YkfC			NC_000913.3	272847	273992	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944930	0	live	ykfG	b0247, ECK0249	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG	CP4-6 prophage|RadC-like JAB domain-containing protein YkfG			NC_000913.3	264256	264732	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944899	0	live	yafL	b0227, ECK0228	NlpC/P60 family protein YafL	NlpC/P60 family protein YafL			NC_000913.3	246712	247461	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948905	0	live	yjjW	b4379, ECK4371	putative glycyl-radical enzyme activating enzyme YjjW	putative glycyl-radical enzyme activating enzyme YjjW			NC_000913.3	4614680	4615543	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948085	0	live	ysaA	b3573, ECK3562, yiaI	putative electron transport protein YsaA	putative electron transport protein YsaA			NC_000913.3	3741109	3741582	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947956	0	live	yhhA	b3448, ECK3432	DUF2756 domain-containing protein YhhA	DUF2756 domain-containing protein YhhA			NC_000913.3	3586943	3587383	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945317	0	live	pxpC	b0712, ECK0701, ybgK	5-oxoprolinase component C	5-oxoprolinase component C			NC_000913.3	744243	745175	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947260	0	live	rlmC	b0859, ECK0850, rumB, ybjF	23S rRNA m(5)U747 methyltransferase	23S rRNA m(5)U747 methyltransferase			NC_000913.3	898518	899645	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946861	0	live	fumE	b2929, ECK2925, yggD	fumarase E	fumarase E			NC_000913.3	3074686	3075195	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946621	0	live	yehC	b2110, ECK2103	putative fimbrial chaperone YehC	putative fimbrial chaperone YehC			NC_000913.3	2190926	2191645	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946283	0	live	ydjG	b1771, ECK1769	NADH-dependent methylglyoxal reductase	NADH-dependent methylglyoxal reductase			NC_000913.3	1854991	1855971	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946137	0	live	rsxC	b1629, ECK1625, ydgN	SoxR [2Fe-2S] reducing system protein RsxC	SoxR [2Fe-2S] reducing system protein RsxC			NC_000913.3	1706919	1709141	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945156	0	live	ydgC	b1607, ECK1602	GlpM family protein	GlpM family protein			NC_000913.3	1681695	1682030	minus	0		
