gene_ID,type,gene_symbol,start,stop,description,,,
EBG00001040696,ncrna,rdlD,3630594,3630659,,,,
ECB_03390,cds,yhjV,3631021,3632292,predicted transporter,,,
ECB_03391,cds,dppF,3632322,3633326,dipeptide transporter,,,
ECB_03392,cds,dppD,3633323,3634306,dipeptide transporter,,,
ECB_03393,cds,dppC,3634317,3635219,dipeptide transporter,,,
ECB_03394,cds,dppB,3635229,3636248,dipeptide transporter,,,
ECB_03395,cds,dppA,3636556,3638163,dipeptide transporter,,,
ECB_t00062,ncrna,proK,3639074,3639150,,,,
EBG00001040681,ncrna,tRNA,3639077,3639150,,,,
ECB_03396,cds,yhjW,3639242,3640933,predicted metal dependent hydrolase,,,
ECB_03397,cds,yhjX,3641257,3642465,predicted transporter,,,
ECB_03398,cds,yhjY,3642694,3643392,hypothetical protein,,,
ECB_03399,cds,tag,3643550,3644113,"3-methyl-adenine DNA glycosylase I, constitutive",,,
ECB_03400,cds,yiaC,3644110,3644550,predicted acyltransferase with acyl-CoA N-acyltransferase domain,,,
ECB_03401,cds,bisC,3644519,3646798,biotin sulfoxide reductase,,,
ECB_03402,cds,yiaD,3647005,3647664,predicted outer membrane lipoprotein,,,
ECB_03403,cds,tkrA,3647768,3648742,2-ketoaldonate reductase/glyoxylate reductase B,,,
ECB_03404,cds,yiaF,3648792,3649502,hypothetical protein,,,
ECB_03405,cds,yiaG,3649936,3650226,predicted transcriptional regulator,,,
ECB_03406,cds,cspA,3650507,3650719,major cold shock protein,,,
ECB_03407,cds,hokA,3650906,3651058,"toxic polypeptide, small",,,
ECB_03408,cds,insJ-4,3651138,3651659,IS150 hypothetical protein,,,
ECB_03409,cds,insK-4,3651656,3652507,IS150 putative transposase,,,
EBG00001040651,ncrna,sok,3652488,3652612,,,,
ECB_03410,cds,glyS,3652786,3654855,glycyl-tRNA synthetase subunit beta,,,
ECB_03411,cds,glyQ,3654865,3655776,glycyl-tRNA synthetase subunit alpha,,,
ECB_03412,cds,,3655871,3656170,hypothetical protein,,,
ECB_03413,cds,yiaH,3656345,3657340,conserved inner membrane protein,,,
ECB_03414,cds,yiaA,3657382,3657819,conserved inner membrane protein,,,
ECB_03415,cds,yiaB,3657865,3658206,conserved inner membrane protein,,,
ECB_03416,cds,xylB,3658375,3659829,xylulokinase,,,
ECB_03417,cds,xylA,3659901,3661223,xylose isomerase,,,
ECB_03418,cds,xylF,3661589,3662581,D-xylose transporter subunit,,,
ECB_03420,cds,xylH,3664176,3665357,D-xylose transporter subunit,,,
ECB_03421,cds,xylR,3665435,3666613,"DNA-binding transcriptional activator, xylose-binding",,,
ECB_03422,cds,bax,3666809,3667633,hypothetical protein,,,
ECB_03423,cds,malS,3667953,3669983,periplasmic alpha-amylase precursor,,,
ECB_03424,cds,avtA,3670161,3671414,valine-pyruvate transaminase,,,
ECB_03425,cds,yiaI,3671565,3672038,"predicted hydrogenase, 4Fe-4S ferredoxin-type component",,,
ECB_03426,cds,yiaJ,3672140,3672988,predicted DNA-binding transcriptional repressor,,,
ECB_03427,cds,yiaK,3673189,3674187,"2,3-diketo-L-gulonate dehydrogenase, NADH-dependent",,,
ECB_03428,cds,yiaL,3674199,3674666,hypothetical protein,,,
ECB_03429,cds,yiaM,3674784,3675257,predicted transporter,,,
ECB_03430,cds,yiaN,3675260,3676537,predicted transporter,,,
ECB_03431,cds,yiaO,3676550,3677536,predicted transporter,,,
ECB_03432,cds,lyxK,3677540,3679036,L-xylulose kinase,,,
ECB_03433,cds,sgbH,3679033,3679695,3-keto-L-gulonate 6-phosphate decarboxylase,,,
ECB_03434,cds,sgbU,3679688,3680548,predicted L-xylulose 5-phosphate 3-epimerase,,,
ECB_03435,cds,sgbE,3680542,3681237,L-ribulose-5-phosphate 4-epimerase,,,
ECB_03436,cds,,3681269,3682084,putative regulatory protein,,,
ECB_03437,cds,,3682310,3683710,putative permease,,,
ECB_03438,cds,,3683721,3685700,conserved hypothetical protein,,,
ECB_03439,cds,yiaT,3685821,3686561,hypothetical protein,,,
ECB_03440,cds,yiaU,3686685,3687659,predicted DNA-binding transcriptional regulator,,,
ECB_03441,cds,yiaV,3687656,3688792,"membrane fusion protein (MFP) component of efflux pump, signal anchor",,,
ECB_03442,cds,yiaW,3688798,3689121,conserved inner membrane protein,,,
ECB_03443,cds,aldB,3689666,3691204,aldehyde dehydrogenase B,,,
ECB_03444,cds,yiaY,3691369,3692520,predicted Fe-containing alcohol dehydrogenase,,,
ECB_03445,cds,selB,3692710,3694554,selenocysteinyl-tRNA-specific translation factor,,,
ECB_03446,cds,selA,3694551,3695942,selenocysteine synthase,,,
ECB_03447,cds,yibF,3696040,3696648,predicted glutathione S-transferase,,,
ECB_03448,cds,rhsA,3696877,3701010,rhsA element core protein RshA,,,
ECB_03449,cds,yibA,3701031,3701873,lyase containing HEAT-repeat protein,,,
ECB_03450,cds,yibJ,3701915,3702859,predicted Rhs-family protein,,,
ECB_03451,cds,yibG,3702871,3703332,hypothetical protein,,,
ECB_03452,cds,yibH,3704936,3706072,hypothetical protein,,,
ECB_03453,cds,yibI,3706075,3706437,predicted inner membrane protein,,,
ECB_03454,cds,mtlA,3706974,3708887,fused mannitol-specific PTS enzymes,,,
ECB_03455,cds,mtlD,3709117,3710265,mannitol-1-phosphate 5-dehydrogenase,,,
ECB_03456,cds,mtlR,3710265,3710852,DNA-binding repressor,,,
ECB_03457,cds,,3710864,3711073,hypothetical protein,,,
ECB_03458,cds,yibL,3711358,3711720,hypothetical protein,,,
ECB_03459,cds,,3712264,3712947,conserved hypothetical protein,,,
ECB_03460,cds,,3712991,3717841,putative adhesin,,,
ECB_03461,cds,lldP,3718209,3719864,L-lactate permease,,,
ECB_03462,cds,lldR,3719864,3720640,DNA-binding transcriptional repressor,,,
ECB_03463,cds,lldD,3720637,3721827,"L-lactate dehydrogenase, FMN-linked",,,
ECB_03464,cds,yibK,3721981,3722454,predicted rRNA methylase,,,
ECB_03465,cds,cysE,3722507,3723328,serine acetyltransferase,,,
ECB_03466,cds,gpsA,3723408,3724427,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,,,
ECB_03467,cds,secB,3724427,3724894,export protein SecB,,,
ECB_03468,cds,grxC,3724957,3725208,glutaredoxin 3,,,
ECB_03469,cds,yibN,3725350,3725781,predicted rhodanese-related sulfurtransferase,,,
ECB_03470,cds,yibO,3726026,3727570,phosphoglyceromutase,,,
ECB_03471,cds,yibP,3727604,3728863,protease with a role in cell division,,,
ECB_03472,cds,yibQ,3728867,3729826,predicted polysaccharide deacetylase,,,
ECB_03473,cds,yibD,3729813,3730847,predicted glycosyl transferase,,,
ECB_03474,cds,tdh,3731086,3732111,L-threonine 3-dehydrogenase,,,
ECB_03475,cds,kbl,3732121,3733317,2-amino-3-ketobutyrate coenzyme A ligase,,,
ECB_03476,cds,gumD,3733531,3734463,"ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding",,,
ECB_03477,cds,waaF,3734473,3735519,ADP-heptose,,,
ECB_03478,cds,waaC,3735523,3736503,ADP-heptose,,,
ECB_03479,cds,waaL,3736573,3737826,"Lipid A-core, surface polymer ligase",,,
ECB_03480,cds,waaV,3737872,3738855,"putative beta1,3-glucosyltransferase",,,
ECB_03481,cds,waaW,3738940,3739965,UDP-galactose,,,
ECB_03482,cds,waaY,3739991,3740539,"WaaY protein, involved in phospohrylation of core oligosaccharide heptose",,,
ECB_03484,cds,insB-24,3741213,3741716,IS1 protein InsB,,,
ECB_03485,cds,insA-24,3741635,3741910,IS1 protein InsA,,,
ECB_03486,cds,waaO,3742481,3743497,UDP-glucose,,,
ECB_03487,cds,waaP,3743513,3744319,kinase that phosphorylates core heptose of lipopolysaccharide,,,
ECB_03488,cds,waaG,3744303,3745427,glucosyltransferase I,,,
ECB_03489,cds,waaQ,3745424,3746482,lipopolysaccharide core biosynthesis protein,,,
ECB_03490,cds,waaA,3746895,3748172,3-deoxy-D-manno-octulosonic-acid transferase,,,
ECB_03491,cds,coaD,3748180,3748659,phosphopantetheine adenylyltransferase,,,
ECB_03492,cds,mutM,3748698,3749507,formamidopyrimidine-DNA glycosylase,,,
ECB_03493,cds,rpmG,3749605,3749772,50S ribosomal protein L33,,,
ECB_03494,cds,rpmB,3749793,3750029,50S ribosomal protein L28,,,
ECB_03495,cds,radC,3750246,3750914,DNA repair protein RadC,,,
ECB_03496,cds,dfp,3751086,3752306,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,,,
ECB_03497,cds,dut,3752287,3752742,deoxyuridine 5'-triphosphate nucleotidohydrolase,,,
ECB_03498,cds,slmA,3752849,3753445,nucleoid occlusion protein,,,
ECB_03499,cds,pyrE,3753482,3754123,orotate phosphoribosyltransferase,,,
ECB_03500,cds,rph,3754189,3754905,ribonuclease PH,,,
ECB_03501,cds,yicC,3755032,3755895,hypothetical protein,,,
ECB_03502,cds,dinD,3756104,3756940,DNA-damage-inducible protein,,,
ECB_03503,cds,yicG,3757231,3757848,conserved inner membrane protein,,,
ECB_03504,cds,yicF,3757845,3759527,NAD-dependent DNA ligase LigB,,,
ECB_03505,cds,gmk,3759785,3760408,guanylate kinase,,,
ECB_03506,cds,rpoZ,3760463,3760738,DNA-directed RNA polymerase subunit omega,,,
ECB_03507,cds,spoT,3760757,3762865,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",,,
ECB_03508,cds,trmH,3762872,3763561,tRNA (Guanosine-2'-O-)-methyltransferase,,,
ECB_03509,cds,recG,3763567,3765648,ATP-dependent DNA helicase,,,
ECB_03510,cds,,3765633,3766427,conserved hypothetical protein,,,
ECB_03511,cds,gltS,3766502,3767707,glutamate transporter,,,
ECB_03512,cds,yicE,3767987,3769378,predicted transporter,,,
ECB_03513,cds,yicH,3769499,3771208,hypothetical protein,,,
ECB_03514,cds,yicI,3771261,3773579,predicted alpha-glucosidase,,,
ECB_03515,cds,yicJ,3773589,3774971,predicted transporter,,,
ECB_t00063,ncrna,selC,3775264,3775354,,,,
EBG00001040626,ncrna,tRNA-Sec,3775264,3775354,,,,
EBG00001040586,ncrna,tRNA,3775265,3775354,,,,
ECB_03516,cds,,3775658,3776842,Int,,,
ECB_03517,cds,,3777253,3778296,ShiA-like protein,,,
ECB_03518,cds,,3778439,3778669,conserved hypothetical protein,,,
ECB_03519,cds,,3778694,3779788,putative transcriptional regulator,,,
ECB_03520,cds,,3779969,3781327,conserved hypothetical protein,,,
ECB_03521,cds,,3781336,3783723,conserved hypothetical protein,,,
ECB_03522,cds,,3784371,3784856,Single-strand binding protein (SSB) (Helix-destabilizing protein),,,
ECB_03523,cds,,3784910,3786073,TrbC-like protein,,,
ECB_03524,cds,,3785920,3786267,transposase,,,
EBG00001040553,ncrna,isrC,3786113,3786235,,,,
ECB_03525,cds,,3786384,3786722,conserved hypothetical protein,,,
ECB_03526,cds,,3786807,3786962,hypothetical protein,,,
ECB_03527,cds,,3787090,3787392,hypothetical protein,,,
ECB_03530,cds,,3787959,3788213,hypothetical protein,,,
ECB_03531,cds,,3788241,3791738,hypothetical protein,,,
ECB_03532,cds,,3791895,3792308,hypothetical protein,,,
ECB_03533,cds,,3792373,3792555,hypothetical protein,,,
ECB_03534,cds,,3792598,3792744,hypothetical protein,,,
ECB_03535,cds,ykgN,3792771,3793127,predicted IS protein,,,
ECB_03536,cds,insI,3793084,3794208,IS30 transposase,,,
ECB_03537,cds,,3794106,3794471,"putative uncharacterized protein, yeeV-like protein",,,
ECB_03538,cds,,3794468,3794956,conserved hypothetical protein,,,
ECB_03539,cds,,3794923,3795165,Aec78,,,
ECB_03540,cds,,3795250,3796095,conserved hypothetical protein,,,
ECB_03541,cds,,3796354,3796503,conserved hypothetical protein,,,
ECB_03542,cds,yicK,3796885,3798069,predicted sugar efflux system,,,
ECB_03543,cds,yicL,3798180,3799103,predicted inner membrane protein,,,
ECB_03544,cds,nlpA,3799107,3799925,cytoplasmic membrane lipoprotein-28,,,
ECB_03545,cds,,3800147,3800440,hypothetical protein,,,
ECB_03546,cds,yicM,3800481,3801836,predicted transporter,,,
ECB_03547,cds,yicN,3801882,3802334,hypothetical protein,,,
ECB_03548,cds,yicO,3802387,3803721,predicted xanthine/uracil permase,,,
ECB_03549,cds,ade,3803896,3805662,cryptic adenine deaminase,,,
ECB_03550,cds,uhpT,3805708,3807099,sugar phosphate antiporter,,,
ECB_03551,cds,uhpC,3807237,3808556,membrane protein regulates uhpT expression,,,
ECB_03552,cds,uhpB,3808566,3810068,sensory histidine kinase in two-component regulatory sytem with UhpA,,,
ECB_03553,cds,uhpA,3810068,3810658,DNA-binding response regulator in two-component regulatory system wtih UhpB,,,
ECB_03554,cds,ilvN,3810733,3811023,acetolactate synthase small subunit,,,
ECB_03555,cds,ilvB,3811027,3812715,acetolactate synthase large subunit,,,
ECB_03556,cds,ivbL,3812821,3812919,ilvB operon leader peptide,,,
EBG00001040618,ncrna,istR,3813049,3813178,,,,
ECB_03557,cds,emrD,3813853,3815037,multidrug efflux system protein,,,
ECB_03558,cds,yidF,3815045,3815542,predicted DNA-binding transcriptional regulator,,,
ECB_03559,cds,yidG,3815539,3815901,predicted inner membrane protein,,,
ECB_03560,cds,yidH,3815891,3816238,conserved inner membrane protein,,,
ECB_03561,cds,yidI,3816347,3816796,predicted inner membrane protein,,,
ECB_03562,cds,yidJ,3816843,3818336,predicted sulfatase/phosphatase,,,
ECB_03563,cds,yidK,3818333,3820048,predicted transporter,,,
ECB_03564,cds,yidL,3820185,3821108,predicted DNA-binding transcriptional regulator,,,
ECB_03565,cds,glvG,3821105,3822427,predicted 6-phospho-beta-glucosidase,,,
ECB_03566,cds,glvBC,3822427,3824043,arbutin specific enzyme IIBC component of PTS,,,
ECB_03568,cds,yidE,3824973,3826634,hypothetical protein,,,
ECB_03569,cds,ibpB,3826830,3827231,heat shock chaperone,,,
ECB_03570,cds,ibpA,3827370,3827783,heat shock chaperone,,,
ECB_03571,cds,yidQ,3828089,3828421,conserved outer membrane protein,,,
ECB_03572,cds,yidR,3828423,3829637,hypothetical protein,,,
ECB_03573,cds,yidS,3829738,3830802,predicted oxidoreductase with FAD/NAD(P)-binding domain,,,
ECB_03574,cds,dgoT,3830799,3832091,D-galactonate transporter,,,
ECB_03575,cds,dgoD,3832211,3833359,galactonate dehydratase,,,
ECB_03576,cds,dgoA,3833356,3833973,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,,,
ECB_03577,cds,dgoK,3833957,3834835,2-oxo-3-deoxygalactonate kinase,,,
ECB_03578,cds,dgoR,3834832,3835521,predicted DNA-binding transcriptional regulator,,,
ECB_03579,cds,yidX,3835799,3836455,predicted lipoproteinC,,,
ECB_03580,cds,yidA,3836501,3837313,predicted hydrolase,,,
ECB_03581,cds,yidB,3837428,3837826,hypothetical protein,,,
ECB_03582,cds,gyrB,3838066,3840480,DNA gyrase subunit B,,,
ECB_03583,cds,recF,3840509,3841582,recombination protein F,,,
ECB_03584,cds,dnaN,3841582,3842682,DNA polymerase III subunit beta,,,
ECB_03585,cds,dnaA,3842687,3844090,chromosomal replication initiation protein,,,
ECB_03586,cds,rpmH,3844697,3844837,50S ribosomal protein L34,,,
ECB_03587,cds,rnpA,3844854,3845213,ribonuclease P,,,
ECB_03588,cds,yidD,3845177,3845434,hypothetical protein,,,
ECB_03589,cds,yidC,3845437,3847083,inner membrane protein translocase component YidC,,,
ECB_03590,cds,trmE,3847189,3848553,tRNA modification GTPase,,,
ECB_03591,cds,tnaL,3848796,3848870,tryptophanase leader peptide,,,
ECB_03592,cds,tnaA,3849091,3850506,"tryptophanase/L-cysteine desulfhydrase, PLP-dependent",,,
ECB_03593,cds,tnaB,3850597,3851844,tryptophan transporter of low affinity,,,
ECB_03594,cds,yidY,3851976,3853151,multidrug efflux system protein,,,
ECB_03595,cds,yidZ,3853126,3854085,predicted DNA-binding transcriptional regulator,,,
ECB_03596,cds,yieE,3854230,3854991,predicted phosphopantetheinyl transferase,,,
ECB_03597,cds,yieF,3855013,3855579,"chromate reductase, Class I, flavoprotein",,,
ECB_03598,cds,yieG,3855633,3856970,predicted inner membrane protein,,,
ECB_03599,cds,yieH,3857137,3857802,predicted hydrolase,,,
ECB_03600,cds,yieI,3857869,3858342,predicted inner membrane protein,,,
ECB_03601,cds,yieJ,3858391,3858978,hypothetical protein,,,
ECB_03602,cds,yieK,3859040,3859762,hypothetical protein,,,
ECB_03603,cds,yieL,3859777,3860973,predicted xylanase,,,
ECB_03604,cds,yieC,3860973,3862589,"carbohydrate-specific outer membrane porin, cryptic",,,
ECB_03605,cds,bglB,3862675,3864069,cryptic phospho-beta-glucosidase B,,,
ECB_03606,cds,bglF,3864088,3865965,fused beta-glucoside-specific PTS enzymes,,,
ECB_03607,cds,bglG,3866098,3866934,transcriptional antiterminator of the bgl operon,,,
ECB_03608,cds,phoU,3867220,3867945,negative regulator of PhoR/PhoB two-component regulator,,,
ECB_03609,cds,pstB,3867960,3868733,phosphate transporter subunit,,,
ECB_03610,cds,pstA,3868916,3869806,phosphate transporter subunit,,,
ECB_03611,cds,pstC,3869806,3870765,phosphate transporter subunit,,,
ECB_03612,cds,pstS,3870851,3871891,phosphate transporter subunit,,,
ECB_03613,cds,glmS,3872205,3874034,D-fructose-6-phosphate amidotransferase,,,
ECB_03614,cds,glmU,3874196,3875566,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,,,
EBG00001040676,ncrna,STnc410,3875650,3875807,,,,
ECB_03615,cds,atpC,3875919,3876338,F0F1 ATP synthase subunit epsilon,,,
ECB_03616,cds,atpD,3876359,3877741,F0F1 ATP synthase subunit beta,,,
ECB_03617,cds,atpG,3877768,3878631,F0F1 ATP synthase subunit gamma,,,
ECB_03618,cds,atpA,3878682,3880223,F0F1 ATP synthase subunit alpha,,,
ECB_03619,cds,atpH,3880236,3880769,F0F1 ATP synthase subunit delta,,,
ECB_03620,cds,atpF,3880784,3881254,F0F1 ATP synthase subunit B,,,
ECB_03621,cds,atpE,3881316,3881555,F0F1 ATP synthase subunit C,,,
ECB_03622,cds,atpB,3881602,3882417,F0F1 ATP synthase subunit A,,,
ECB_03623,cds,atpI,3882426,3882806,F0F1 ATP synthase subunit I,,,
ECB_03625,cds,gidA,3884105,3885994,glucose-inhibited division protein A,,,
ECB_03626,cds,mioC,3886373,3886816,flavodoxin,,,
ECB_03627,cds,asnC,3886906,3887364,DNA-binding transcriptional dual regulator,,,
ECB_03628,cds,asnA,3887516,3888508,asparagine synthetase AsnA,,,
ECB_03629,cds,yieM,3888513,3889964,predicted von Willibrand factor containing protein,,,
ECB_03630,cds,yieN,3889958,3891454,fused predicted transcriptional regulator,,,
ECB_03631,cds,kup,3891677,3893545,potassium transporter,,,
ECB_03632,cds,insJ-5,3893601,3894122,IS150 hypothetical protein,,,
ECB_03633,cds,insK-5,3894119,3894970,IS150 putative transposase,,,
ECB_03634,cds,rbsD,3895158,3895577,predicted cytoplasmic sugar-binding protein,,,
ECB_03635,cds,rbsA,3895585,3897090,fused D-ribose transporter subunits of ABC superfamily,,,
ECB_03636,cds,rbsC,3897095,3898060,ribose ABC transporter permease protein,,,
ECB_03637,cds,rbsB,3898085,3898975,D-ribose transporter subunit,,,
ECB_03638,cds,rbsK,3899101,3900030,ribokinase,,,
ECB_03639,cds,rbsR,3900034,3901026,DNA-binding transcriptional repressor of ribose metabolism,,,
ECB_03640,cds,yieO,3900992,3902419,predicted multidrug or homocysteine efflux system,,,
ECB_03641,cds,yieP,3902442,3903134,predicted transcriptional regulator,,,
ECB_r00011,ncrna,rrsC,3903615,3905156,,,,
EBG00001040670,ncrna,SSU_rRNA_archaea,3903620,3905154,,,,
EBG00001040607,ncrna,tRNA,3905242,3905314,,,,
ECB_t00064,ncrna,gltU,3905242,3905317,,,,
EBG00001040724,ncrna,StyR-44,3905395,3905494,,,,
ECB_r00012,ncrna,rrlC,3905502,3908407,,,,
EBG00001040713,ncrna,LSU_rRNA_bacteria,3905502,3908407,,,,
EBG00001040655,ncrna,PK-G12rRNA,3907786,3907893,,,,
ECB_r00013,ncrna,rrfC,3908500,3908619,,,,
EBG00001040703,ncrna,5S_rRNA,3908502,3908617,,,,
EBG00001040692,ncrna,tRNA,3908672,3908745,,,,
ECB_t00065,ncrna,aspT,3908672,3908748,,,,
ECB_t00066,ncrna,trpT,3908757,3908832,,,,
EBG00001040545,ncrna,tRNA,3908757,3908829,,,,
ECB_03642,cds,hdfR,3908928,3909767,transcriptional regulator HdfR,,,
ECB_03643,cds,yifE,3909886,3910224,hypothetical protein,,,
ECB_03644,cds,yifB,3910249,3911799,predicted bifunctional enzyme and transcriptional regulator,,,
ECB_03645,cds,ilvL,3912122,3912220,ilvG operon leader peptide,,,
ECB_03646,cds,ilvG,3912360,3914006,"acetolactate synthase II, valine insensitive, large subunit",,,
ECB_03647,cds,ilvM,3914003,3914266,"acetolactate synthase II, small subunit",,,
ECB_03648,cds,ilvE,3914286,3915215,branched-chain amino acid aminotransferase,,,
ECB_03649,cds,ilvD,3915280,3917130,dihydroxy-acid dehydratase,,,
ECB_03650,cds,ilvA,3917133,3918677,threonine dehydratase,,,
ECB_03651,cds,ilvY,3918729,3919622,DNA-binding transcriptional dual regulator,,,
ECB_03652,cds,ilvC,3919772,3921247,ketol-acid reductoisomerase,,,
ECB_03653,cds,ppiC,3921334,3921615,peptidyl-prolyl cis-trans isomerase C (rotamase C),,,
ECB_03654,cds,,3921814,3922089,hypothetical protein,,,
ECB_03656,cds,rep,3922479,3924500,DNA helicase and single-stranded DNA-dependent ATPase,,,
ECB_03657,cds,gppA,3924547,3926031,guanosine pentaphosphatase/exopolyphosphatase,,,
ECB_03658,cds,rhlB,3926165,3927430,ATP-dependent RNA helicase,,,
ECB_03659,cds,trxA,3927561,3927890,thioredoxin,,,
ECB_03660,cds,rhoL,3928031,3928132,rho operon leader peptide,,,
ECB_03661,cds,rho,3928217,3929476,transcription termination factor Rho,,,
ECB_03662,cds,rfe,3929716,3930819,UDP-GlcNAc,,,
ECB_03663,cds,wzzE,3930831,3931877,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,,,
ECB_03664,cds,wecB,3931933,3933063,UDP-N-acetyl glucosamine-2-epimerase,,,
ECB_03665,cds,wecC,3933060,3934322,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,,,
ECB_03666,cds,rffG,3934322,3935389,"dTDP-glucose 4,6-dehydratase",,,
ECB_03667,cds,rffH,3935408,3936289,glucose-1-phosphate thymidylyltransferase,,,
ECB_03668,cds,wecD,3936396,3936941,TDP-fucosamine acetyltransferase,,,
ECB_03669,cds,wecE,3936946,3938076,TDP-4-oxo-6-deoxy-D-glucose transaminase,,,
ECB_03670,cds,wzxE,3938078,3939328,O-antigen translocase,,,
ECB_03671,cds,rffT,3939325,3940404,4-alpha-L-fucosyltransferase,,,
ECB_03672,cds,wecF,3940401,3941753,putative enterobacterial common antigen polymerase,,,
ECB_03673,cds,wecG,3941756,3942496,putative UDP-N-acetyl-D-mannosaminuronic acid transferase,,,
ECB_03674,cds,yifK,3942687,3944072,predicted transporter,,,
ECB_t00067,ncrna,argX,3944175,3944251,,,,
EBG00001040637,ncrna,tRNA,3944175,3944248,,,,
EBG00001040593,ncrna,tRNA,3944310,3944382,,,,
ECB_t00068,ncrna,hisR,3944310,3944385,,,,
ECB_t00069,ncrna,leuT,3944406,3944492,,,,
EBG00001040644,ncrna,tRNA,3944406,3944489,,,,
ECB_t00070,ncrna,proM,3944535,3944611,,,,
EBG00001040572,ncrna,tRNA,3944535,3944608,,,,
ECB_03675,cds,aslB,3944758,3945993,predicted regulator of arylsulfatase activity,,,
ECB_03676,cds,aslA,3946151,3947806,acrylsulfatase-like enzyme,,,
EBG00001040674,ncrna,GlmZ_SraJ,3948238,3948444,,,,
EBG00001040517,ncrna,GlmY_tke1,3948240,3948388,,,,
ECB_03677,cds,hemY,3948492,3949688,predicted protoheme IX synthesis protein,,,
ECB_03678,cds,hemX,3949691,3950896,predicted uroporphyrinogen III methylase,,,
ECB_03679,cds,hemD,3950918,3951658,uroporphyrinogen-III synthetase,,,
ECB_03680,cds,hemC,3951655,3952596,porphobilinogen deaminase,,,
ECB_03681,cds,cyaA,3952983,3955529,adenylate cyclase,,,
ECB_03682,cds,cyaY,3955569,3955889,frataxin-like protein,,,
ECB_03683,cds,yzcX,3955680,3955907,hypothetical protein,,,
ECB_03684,cds,yifL,3956359,3956562,predicted lipoprotein,,,
ECB_03685,cds,dapF,3956599,3957423,diaminopimelate epimerase,,,
ECB_03686,cds,yigA,3957420,3958127,hypothetical protein,,,
ECB_03687,cds,xerC,3958124,3959020,site-specific tyrosine recombinase XerC,,,
ECB_03688,cds,yigB,3959020,3959736,predicted hydrolase,,,
ECB_03689,cds,uvrD,3959820,3961982,DNA-dependent ATPase I and helicase II,,,
ECB_03690,cds,,3962037,3962939,conserved hypothetical protein,,,
ECB_03691,cds,yigE,3963022,3963786,hypothetical protein,,,
ECB_03692,cds,corA,3964156,3965106,magnesium/nickel/cobalt transporter,,,
ECB_03693,cds,,3965148,3965570,conserved hypothetical protein,,,
ECB_03694,cds,,3965636,3966484,conserved hypothetical protein,,,
ECB_03695,cds,,3966637,3966813,Magnesium and cobalt transport protein corA,,,
ECB_03696,cds,yigF,3966854,3967234,conserved inner membrane protein,,,
ECB_03697,cds,yigG,3967248,3967454,predicted inner membrane protein,,,
ECB_03698,cds,rarD,3967723,3968613,predicted chloramphenical resistance permease,,,
ECB_03699,cds,yigI,3968665,3969132,hypothetical protein,,,
ECB_03700,cds,pldA,3969297,3970166,outer membrane phospholipase A,,,
ECB_03701,cds,recQ,3970285,3972120,ATP-dependent DNA helicase,,,
ECB_03702,cds,rhtC,3972184,3972804,threonine efflux system,,,
ECB_03703,cds,rhtB,3972866,3973486,neutral amino-acid efflux system,,,
ECB_03704,cds,pldB,3973597,3974619,lysophospholipase L(2),,,
ECB_03705,cds,yigL,3974627,3975427,predicted hydrolase,,,
ECB_03706,cds,yigM,3975503,3976402,predicted inner membrane protein,,,
ECB_03707,cds,metR,3976290,3977243,"DNA-binding transcriptional activator, homocysteine-binding",,,
ECB_03708,cds,metE,3977480,3979741,5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase,,,
ECB_03709,cds,,3979835,3980731,putative conserved hypothetical protein,,,
ECB_03710,cds,,3980809,3982032,putative permease,,,
ECB_03711,cds,,3982058,3982411,conserved hypothetical protein,,,
ECB_03712,cds,,3982464,3983504,Carbamate kinase-like protein yahI,,,
ECB_03713,cds,,3983413,3984888,conserved hypothetical protein,,,
ECB_03714,cds,,3984834,3986393,conserved hypothetical protein,,,
ECB_03715,cds,,3986488,3987348,conserved hypothetical protein,,,
ECB_03716,cds,,3987354,3988022,conserved hypothetical protein,,,
ECB_03717,cds,ysgA,3988279,3989088,predicted hydrolase,,,
ECB_03718,cds,udp,3989350,3990114,uridine phosphorylase,,,
ECB_03719,cds,,3990148,3991638,conserved hypothetical protein,,,
ECB_03720,cds,,3991651,3992160,conserved hypothetical protein,,,
ECB_03721,cds,,3992174,3993148,conserved hypothetical protein,,,
ECB_03722,cds,,3993173,3993802,putative conserved hypothetical protein,,,
ECB_03723,cds,,3993792,3994796,putative conserved hypothetical protein,,,
ECB_03724,cds,,3994820,3995587,putative transcriptional regulator,,,
ECB_03725,cds,yigN,3995804,3997231,predicted recombination limiting protein,,,
ECB_03726,cds,ubiE,3997326,3998081,ubiquinone/menaquinone biosynthesis methyltransferase,,,
ECB_03727,cds,yigP,3998095,3998700,hypothetical protein,,,
ECB_03728,cds,ubiB,3998697,4000337,putative ubiquinone biosynthesis protein UbiB,,,
